name,awards,region,price,category,text
Corsair Genever Style Gin,"","Kentucky, USA",,Flavored Gin,""
Rogue Pink Gin,"","Oregon, USA",35,Flavored Gin,www.rogue.com
Ballast Point Barrel Rested Old Grove Gin,"","San Diego, USA",27,Flavored Gin,Importer: Ballast Pint Brewing & Spirits - USA www.ballastpoint.com
Bass & Flinders Monsoon Gin,"","Victoria, Australia",53,Flavored Gin,"Importer: Park Street Imports, LLC - Miami, FL www.bassandflindersdistillery.com/"
Corsair Barrel Aged Gin,"","Kentucky, USA",,Flavored Gin,""
Journeyman Distillery Barrel Aged Bilberry Black Hearts Gin,"",USA,33,Flavored Gin,www.journeymandistillery.com
Oola Waitsburg Barrel-Finished Gin,"","Washington, USA",39,Flavored Gin,www.ooladistillery.com
SIKKIM Privee Indian British Tea London Dry Gin,"",Spain,39,Flavored Gin,"Importer: Park Street Imports LLC - Miami, FL www.sikkimgin.com"
Tanqueray Rangpur Gin,"",Great Britain,20,Flavored Gin,"Importer: Diageo North America - Norwalk, CT www. diageo.com"
Valentine Liberator Old Tom Gin,"","Detroit, Michigan, USA",35,Flavored Gin,www.valentinevodka.com
Williams Chase Seville Orange Gin,"",England,110,Flavored Gin,"Importer: MHW Ltd. - Manhasset, NY www. chasedistillery.co.uk"
Tamiangs Soju,"","Damyang, South Korea",50,Soju / Shōchū,"Importer: Park Street Imports LLC - Miami, FL http://www.chusungju.co.kr/"
JINRO Ilpoom Jinro Soju,"",Korea,7,Soju / Shōchū,www.hitejinro.com
Chamisul Soju,"",South Korea,3,Soju / Shōchū,www.hitejinro.com
CHARMSOJU Soju,"",South Korea,1,Soju / Shōchū,www.kumbokju.co.kr
Hallasan Soju,"","Jeju, South Korea",1,Soju / Shōchū,"Importer: Park Street Imports, LLC - Miami, FL www.hallasan.co.kr"
Hallasan Water Pure Soju,"","Jeju, South Korea",1,Soju / Shōchū,"Importer: Park Street Imports, LLC - Miami, FL www. hallasan.co.kr"
Hallasan Hoboksul Soju,"","Jeju, South Korea",30,Soju / Shōchū,"Importer: Park Street Imports, LLC - Miami, FL www. hallasan.co.kr"
Hallasan Hoboksul Soon Soju,"","Jeju, South Korea",20,Soju / Shōchū,"Importer: Park Street Imports, LLC - Miami, FL www.hallasan.co.kr"
iichiko Frasco Shochu,"","Oita, Japan",60,Soju / Shōchū,"Importer: Park Street Imports, LLC - Miami, Fl http://www.iichiko. co.jp/en/"
Mizu Shochu,"","Saga, Japan",35,Soju / Shōchū,"Importer: Park Street Imports LLC - Miami, FL www.mizushochu.com"
MORI NO OKINA Shochu Liqueur,"","Oita, Japan",25,Soju / Shōchū,"Importer: Park Street Imports, LLC - Miami, Fl www. iichiko.co.jjp/en/index.html"
Myeonin Andongsoju Soju,"","Andong, South Korea",25,Soju / Shōchū,"Importer: Park Street Imports LLC - Miami, FL http://www.adsoju.com"
Royal Andongsoju 15 Year Old Soju,"","Andong, South Korea",45,Soju / Shōchū,"Importer: Park Street Imports LLC - Miami, FL http://www.sojumall.com"
Jinsim Hongsamju Soju,"","Jinan, South Korea",5,Soju / Shōchū,"Importer: Park Street Imports LLC - Miami, FL http: //www.juga.co.kr/"
Kweichow Moutai Feitian Baijiu,"","Guizhou, China",160,Baijiu,"Importer: CNS Enterprises, Inc. - Pico Rivera, CA www.cnsenterprises.net"
eXo Classic  Baijiu,"","Oregon, USA",60,Baijiu,www.cnsenterprises.net
Vinn Baijiu,"","Oregon, USA",35,Baijiu,www.vinndistillery.com
byejoe Red Baijiu,"","Guizhou, China",30,Baijiu,"Importer: Bye Joe USA-N.Charleston, SC www.byejoe.com"
Confucius Wisdom - A Wise Man’s Spirit Baijiu,"",China,30,Baijiu,"Importer: Everest Spirits LLC - Sterling, VA www.confuciuswisdom.com"
Jian Nan Chun Baijiu,"","Sichuan, China",50,Baijiu,"Importer: CNS Enterprises, Inc. - Pico Rivera, CA www. cnsenterprises.net"
Shui Jing Fang Master Distiller No. 8 Baijiu,"",China,69,Baijiu,www.diageo.com
byejoe Dragon Fire Baijiu,"","Guizhou, China",30,Baijiu,"Importer: Bye Joe USA-N.Charleston, SC www.byejoe. com"
Luzhou Laojiao Zisha Baijiu,"","Sichuan, China",50,Baijiu,"Importer: CNS Enterprises, Inc. - Pico Rivera, CA www.cnsenterprises.net"
Shui Jing Fang Wellbay Baijiu,"","Sichuan, China",70,Baijiu,"Importer: CNS Enterprises, Inc. - Pico Rivera, CA www.cnsenterprises.net"
Tanduay Silver Rum,"",Philippines,20,White Rum,Importer: Midway - USA www. tanduayusa.com
Atlantico  Platino Rum,"",Dominican Republic,20,White Rum,"Importer: Park Street Imports, LLC - Miami, FL www. atlanticorum.com"
Real McCoy 3 Year Old Rum,"","St. Michaels, Barbados",20,White Rum,"Importer: Real McCoy Spirits Corp.-Mystic, CT www.realmccoyspirits.com"
Stone Rum Rum,"","California, USA",27,White Rum,www.stonerum.com
Bayou Silver Rum,"","Louisiana, USA",22,White Rum,www.bayourum.com
Beenleigh White Rum,"","Beenleigh, Queensland, Australia",43,White Rum,"Importer: Park Street Imports, LLC - Miami, FL www.vok.com.au"
Blue Chair Bay White Rum,"",Barbados,19,White Rum,www.bluechairbayrum.com
Bounty White Rum,"","Lautoka, Fiji",31,White Rum,"Importer: Park Street Imports, LLC - Miami, FL www.fijirumco.com"
Bully Boy Distillers  White Rum,"","Boston, Massachusetts, USA",28,White Rum,www.bullyboydistillers.com
Caña Brava Rum,"","Herera, Panama",30,White Rum,www.the86co.com
Captain Morgan White Rum,"","St. Croix, U.S. Virgin Islands",16,White Rum,www.diageo.com
Diplomatico Blanco Rum,"",Venezuela,30,White Rum,"Importer: Domaine Select Wine Estates - New York, NY www. domaineselect.com"
Glaser White Rum,"","Oregon, USA",22,White Rum,www.glaserestatewinery.com
Havana Club Rum Aged 3 Years,"",England,17,White Rum,www.havana-club.com
Malahat Spirits White Rum,"","California, USA",35,White Rum,www.malahatspirits.com
Selvarey White Rum,"",Panama,30,White Rum,"Importer: Pacific Plate Spirits - West Hollywood, CA"
White Hat Rum White Rum,"","Texas, USA",19,White Rum,www.whitehatrum.com
Wicked Dolphin Silver Rum,"","Florida, USA",24,White Rum,www.wickeddolphin.com
7 Sirens  White Rum,"",Trinidad,26,White Rum,www.7sirens.com
Ballast Point Three Sheets Rum,"","San Diego, USA",25,White Rum,Importer: Ballast Pint Brewing & Spirits - USA www.ballastpoint.com
Cruzan Estate Diamond Light Rum,"",U.S. Virgin Islands,20,White Rum,Importer: Beam Inc. - Deerfield IL www. cruzanrum.com
Sandbar Rum,"",USA,40,White Rum,www.sandbarsilverrum.com
Havana Club Rum Seleccion de Maestros,"",England,55,Dark / Gold Rum,www. havana-club.com
Real McCoy 5 Year Old Rum,"","St. Michaels, Barbados",24,Dark / Gold Rum,"Importer: Real McCoy Spirits Corp.- Mystic, CT www.realmccoyspirits.com"
Appleton Estate Estate Reserve Rum,"",Jamaica,27,Dark / Gold Rum,"Importer: Campari Spirits - SF, CA www. campariamerica.com"
Appleton Estate Estate V/X Rum,"",Jamaica,20,Dark / Gold Rum,"Importer: Campari Spirits - SF, CA www.campariamerica. com"
Pampero Aniversario Rum,"",Venezuela,34,Dark / Gold Rum,"Importer: Diageo North America - Norwalk, CT www.dialogue- inc.com"
BACARDI Añejo Rum,"",Mexico,19,Dark / Gold Rum,"Importer: Bacardi USA - Miami, FL www.bacardi.com"
Bounty Dark Rum,"","Lautoka, Fiji",31,Dark / Gold Rum,"Importer: Park Street Imports, LLC - Miami, FL www.fijirumco.com"
Bundaberg Master Distillers' Two Eighty Rum,"","Queensland, Australia",90,Dark / Gold Rum,www.bundabergrum.com.au
Gold Miner Barrel Reserve Rum,"","Arizona, USA",40,Dark / Gold Rum,www.desertdiamonddistillery.com
Ramu Rum,"","Morobe Province, Papua New Guinea",62,Dark / Gold Rum,""
Ron Virgin Heavy Bodied Rum,"",West Indies,11,Dark / Gold Rum,""
Saint James Premium Caribbean Heritage Rum,"",Martinique,,Dark / Gold Rum,""
Screech Rum,"",Jamaica,19,Dark / Gold Rum,""
South Bay Rum,"",Dominican Republic,29,Dark / Gold Rum,www.southbayrum.com
Tanduay Gold Rum,"",Philippines,20,Dark / Gold Rum,Importer: Midway - USA www.tanduayusa.com
Treaty Oak Barrel Reserve Rum,"","Texas, USA",26,Dark / Gold Rum,www.treatyoakrum.com
Ballast Point Barrel Aged Three Sheets Rum,"","San Diego, USA",36,Dark / Gold Rum,Importer: Ballast Pint Brewing & Spirits - USA www.ballastpoint.com
Diplomatico Añejo Rum,"",Venezuela,17,Dark / Gold Rum,"Importer: Domaine Select Wine Estates - New York, NY www. domaineselect.com"
Inner Circle  Red Dot Rum,"","Beenleigh, Queensland, Australia",40,Dark / Gold Rum,"Importer: Park Street Imports, LLC - Miami, FL www.vok.com.au"
Ironworks Bluenose Rum,"","Nova Scotia, Canada",38,Dark / Gold Rum,"Importer: Park Street Imports, LLC - Miami, FL www.ironworksdistillery.com"
Kaniché Réserve Rum,"",Barbados,15,Dark / Gold Rum,"Importer: W.J. Deutsch & Sons - White Plains, NY www. cognacferrand.com"
Rogue Dark Rum,"","Oregon, USA",35,Dark / Gold Rum,www.rogue.com
Tiburon  Rum,"",Belize,35,Dark / Gold Rum,www.tiburonrum.com
Facundo Rum Exquisito,"",USA,90,Extra-Aged Rum - 5 years+,"Importer: Bacardi USA - Miami, FL www.bacardi.com"
Appleton Estate 12 Year Old Rum,"",Jamaica,37,Extra-Aged Rum - 5 years+,"Importer: Campari Spirits - SF, CA www. campariamerica.com"
Appleton Estate 21 Year Old Rum,"",Jamaica,139,Extra-Aged Rum - 5 years+,"Importer: Campari Spirits - SF, CA www. campariamerica.com"
Zaya 12 Year Gran Reserva Rum,"",Trinidad,35,Extra-Aged Rum - 5 years+,"Importer: Wilson Daniels - St. Helena, CA www. infiniumspirits.com"
Diplomatico Reserva Rum,"",Venezuela,25,Extra-Aged Rum - 5 years+,"Importer: Domaine Select Wine Estates - New York, NY www. domaineselect.com"
Matusalem Gran Reserva Aged 23 Years,"","Santa Domingo, Dominican Republic",62,Extra-Aged Rum - 5 years+,"Importer: Proximo  Spirits - Jersey City, NJ www.matusalem.com"
Roble Viejo Ultra Añejo Rum Aged 10 Years,"","Miranda, Venezuela",55,Extra-Aged Rum - 5 years+,www.ronroble.com
BACARDI Rum Reserva Limitada Aged 12 Years,"",USA,110,Extra-Aged Rum - 5 years+,"Importer: Bacardi USA - Miami, FL www. bacardi.com"
Cruzan Estate Diamond Dark Rum,"",U.S. Virgin Islands,20,Extra-Aged Rum - 5 years+,Importer: Beam Inc. - Deerfield IL www. cruzanrum.com
Cruzan Single Barrel Rum,"",U.S. Virgin Islands,20,Extra-Aged Rum - 5 years+,Importer: Beam Inc. - Deerfield IL www.cruzanrum. com
Don Pancho Origenes Reserva Especial Rum Aged 18 Years,"",Panama,92,Extra-Aged Rum - 5 years+,"Importer: Terlato Wines - Lake Bluff, IL www.terlatowines.com"
Doorly's XO Rum,"",Barbados,15,Extra-Aged Rum - 5 years+,Importer: W.J. Deutsch Wine - NY
ILC Ron Gorgona Aged 8 Years,"","Popayán en Cauca, Colombia",18,Extra-Aged Rum - 5 years+,"Importer: Park Street Impor Imports, LLC - Miami, FL www.aguardientecaucano.com"
Kaniché Rum XO,"",Barbados,30,Extra-Aged Rum - 5 years+,"Importer: W.J. Deutsch & Sons - White Plains, NY www. cognacferrand.com"
Matusalem Gran Reserva Aged 18 Years,"","Santa Domingo, Dominican Republic",37,Extra-Aged Rum - 5 years+,"Importer: Proximo Spirits - Jersey City, NJ www.matusalem.com"
Mount Gay XO Rum,"",Barbados,50,Extra-Aged Rum - 5 years+,"Importer: Rémy Cointreau USA - NY, NY www.cointreau.com"
Phraya Extra-Aged Rum,"",Thailand,50,Extra-Aged Rum - 5 years+,www.interbevgroup.com
Real McCoy 12 Year Old Rum,"","St. Michaels, Barbados",46,Extra-Aged Rum - 5 years+,"Importer: Real McCoy Spirits Corp.-Mystic, CT www.realmccoyspirits.com"
Roble Viejo Extra Añejo Rum Aged 10 Years,"","Miranda, Venezuela",40,Extra-Aged Rum - 5 years+,www.ronroble.com
BACARDI Rum Aged 8 Years,"",USA,23,Extra-Aged Rum - 5 years+,"Importer: Bacardi USA - Miami, FL www.bacardi.com"
Beenleigh Dark Rum,"","Beenleigh, Queensland, Australia",53,Extra-Aged Rum - 5 years+,"Importer: Park Street Imports, LLC - Miami, FL www.vok.com.au"
Doorly's Amber Rum Aged 5 Years,"",Barbados,11,Extra-Aged Rum - 5 years+,Importer: W.J. Deutsch Wine - NY
Dos Maderas Rum P.X.,"",Spain,43,Extra-Aged Rum - 5 years+,"Importer: Palm Bay Int'l - Port Washington, NY www.palmbay.com"
Havana Club Rum Aged 7 Years,"",England,55,Extra-Aged Rum - 5 years+,www.havana-club.com
Relicario Rum,"","Ron Dominicano, San Pedro de Macorís, Spain",25,Extra-Aged Rum - 5 years+,"Importer: Beveland, S.A. www. beveland.com"
Ron Viejo de Caldas Grand Reserva Especial Rum Aged 8 Years,"","Manizales, Colombia",20,Extra-Aged Rum - 5 years+,"Importer: Shaw Ross Int'l Importers - Miramar, FL www.shaw-ross.com"
SMAKS Chai Rum,"",West Indies,70,Extra-Aged Rum - 5 years+,""
SUMMUM Reserva Especial Rum Aged 12 Years,"","San Pedro de Macoris, Dominican Republic",25,Extra-Aged Rum - 5 years+,"Importer: Park Street Imports, LLC - Miami, FL www.spiritsland.com"
Bounty Over Proof Rum,"","Lautoka, Fiji",47,Over-Proof Rum,"Importer: Park Street Imports, LLC - Miami, FL www.fijirumco.com"
Inner Circle  Green Dot Rum,"","Beenleigh, Queensland, Australia",55,Over-Proof Rum,"Importer: Park Street Imports, LLC - Miami, FL www.vok.com.au"
Wray & Nephew Overproof Rum,"",Jamaica,23,Over-Proof Rum,"Importer: Campari Spirits - SF, CA www. campariamerica.com"
Balcones Texas Rum,"","Texas, USA",70,Over-Proof Rum,www.balconesdistilling.com
Inner Circle  Black Dot Rum,"","Beenleigh, Queensland, Australia",73,Over-Proof Rum,"Importer: Park Street Imports, LLC - Miami, FL www.vok.com.au"
Caribbean Treasure Rumby Vanilla Rum,"",The Netherlands,35,Flavored Rum,"Importer: Park Street Imports, LLC - Miami, FL http://sawubona-art.info/ru"
Captain Morgan Rum 1671,"",U.S.,20,Flavored Rum,www.diageo.com
Malahat Spirits Spiced Rum,"","California, USA",40,Flavored Rum,www.malahatspirits.com
Ron Virgin Black Spiced Rum,"",West Indies,19,Flavored Rum,""
Beenleigh Honey Flavored Rum,"","Beenleigh, Queensland, Australia",53,Flavored Rum,"Importer: Park Street Imports, LLC - Miami, FL www.vok.com.au"
Blue Chair Bay Coconut Rum,"",Barbados,19,Flavored Rum,www.bluechairbayrum.com
Kōloa Coconut Rum,"","Kaua'i , USA",33,Flavored Rum,www.koloarum.com
Malibu  Black Rum - Coconut Flavored,"",USA,18,Flavored Rum,www.pernod-ricard-usa.com
Portside Hopped Rum,"","Ohio, USA",,Flavored Rum,""
Rogue Hazelnut Spiced Rum,"","Oregon, USA",35,Flavored Rum,www.rogue.com
Screech Spiced Rum,"",Jamaica,20,Flavored Rum,""
Selvarey Cacao Rum,"",Panama,35,Flavored Rum,"Importer: Pacific Plate Spirits - West Hollywood, CA"
Sugar Island Spiced Rum,"","California, USA",19,Flavored Rum,www.tfewines.com
Bayou Spiced Rum,"","Louisiana, USA",22,Flavored Rum,www.bayourum.com
Black Mask Tropical Chia Rum,"",Thailand,14,Flavored Rum,"Importer: Int'l Beverage - NY, NY www. thespiritofthailand.com"
Blue Chair Bay Coconut Spiced Rum,"",Barbados,19,Flavored Rum,www.bluechairbayrum.com
Bounty Spiced Rum,"","Lautoka, Fiji",31,Flavored Rum,"Importer: Park Street Imports, LLC - Miami, FL www.fijirumco. com"
Caribbean Treasure Rumby Mango Rum,"",The Netherlands,35,Flavored Rum,"Importer: Park Street Imports, LLC - Miami, FL http://sawubona-art.info/ru"
Dunc's Mill Maple Flavored Rum,"","Vermont, USA",30,Flavored Rum,duncsmill.com
Dunc's Mill Elderflower Flavored Rum,"","Vermont, USA",30,Flavored Rum,duncsmill.com
Foursquare Spiced Rum,"",Barbados,32,Flavored Rum,Importer: Total Wines & More - Maryland
Gubba Rum Gold Rum,"","Colorado, USA",22,Flavored Rum,www.gubbarum.com
Gubba Rum Silver Rum,"","Colorado, USA",22,Flavored Rum,www.gubbarum.com
Malibu  Rum,"",USA,17,Flavored Rum,www.pernod-ricard-usa.com
Malibu  Island Spiced Rum,"",USA,17,Flavored Rum,www.pernod-ricard-usa.com
Negrita Spiced Rum,"",Caribbean,,Flavored Rum,""
Portside Vanilla Maple Rum,"","Ohio, USA",,Flavored Rum,""
Portside Spiced Rum,"","Ohio, USA",,Flavored Rum,""
Rebellion Spiced Rum,"",Trinidad,37,Flavored Rum,"Importer: Park Street Imports, LLC - Miami, FL www.vok.com.au"
Ron Virgin Bold Coconut Rum,"",West Indies,19,Flavored Rum,""
Rougaroux 13 Pennies Praline Rum,"","Louisiana, USA",25,Flavored Rum,www.dpdspirits.com
Sammy's Beach Bar  Red Head Rum,"","Hawaii, USA",25,Flavored Rum,sammysbeachbarrum.com
Screech Honey Rum,"",Jamaica,20,Flavored Rum,""
Stolen Spiced Rum,"",Trinidad,34,Flavored Rum,"Importer: Park Street Imports, LLC - Miami, FL www.stolenrum. com.nz"
Stolen Coffee & Cigarettes Spiced Rum,"",Trinidad,17,Flavored Rum,"Importer: Park Street Imports, LLC - Miami, FL www.stolenrum.com.nz"
Sugar Island Coconut Rum,"","California, USA",19,Flavored Rum,www.tfewines.com
Wicked Dolphin Florida Spiced Rum,"","Florida, USA",25,Flavored Rum,www.wickeddolphin.com
Kō Hana- KEA Rum Agricole,"","Hawaii, USA",26,Rhum Agricole,www.kohanarum.com
Saint James Royal Ambrē Rhum Agricole,"",Martinique,,Rhum Agricole,""
ILC Aguardiente Tradicional,"","Popayán en Cauca, Colombia",7,Guaro / Aguardiente,"Importer: Park Street Impor Imports, LLC - Miami, FL www.aguardientecaucano.com"
ILC Aguardiente Sin Azúcar,"","Popayán en Cauca, Colombia",7,Guaro / Aguardiente,"Importer: Park Street Impor Imports, LLC - Miami, FL www.aguardientecaucano.com"
Coisa Nossa Cachaça Amadeirada,"","Espirito Santo, Brazil",15,Cachaça,"Importer: Park  Street Imports, LLC - Miami, FL www.cachacacoisanossa.com"
Coisa Nossa Cachaça Branca,"","Espirito Santo, Brazil",15,Cachaça,"Importer: Park Street Imports, LLC -  Miami, FL www.cachacacoisanossa.com"
YAGUARA Cachaça,"","Rio Grande do Sul, Brazil",45,Cachaça,Importer: MHW - USA www. cachacayaguara.com.br
Leblon Cachaça,"","Minas Gerais, Brazil",30,Cachaça,"Importer: MHW Ltd. - Manhasset, NY www.leblon.com"
Cambeba Prata Cachaça,"","Goias, Brazil",60,Cachaça,www.cambeba.com.br
Capucana Cachaça,"","Piracicaba, Brazil",36,Cachaça,"Importer: Park Street, LLC - Miami, FL www. globalpremiumbrands.com"
Leblon Maison Leblon Reserva Especial Cachaça,"","Minas Gerais, Brazil",30,Cachaça,"Importer: MHW Ltd. - Manhasset, NY www.leblon.com"
LUNDU Silver Cachaça,"","Ivotri / Rio Grande do Sul, Brazil",14,Cachaça,"Importer: Aragoso Corp. - Milford, MA www.weberhaus.com.br"
Tangara Silver Cachaça,"",Brazil,30,Cachaça,"Importer: Park Street Imports, LLC - Miami, FL"
Cachaça São  Paulo Cachaça,"","Paraiba, Brazil",12,Cachaça,Importer: Montebello Brands - Baltimore Maryland. www.cachacasp.com
Dona Carolina Cachaça 5 Anos,"","Sao Paulo, Brazil",45,Cachaça,www.cachacadonacarolina.com.br
Pirassununga P-51 Cachaça,"",Brazil,18,Cachaça,"Importer: Sazerac Co. - New Orleans, LA www.sazerac.com"
California Gold Sugar Cane Barley Corn Spirit,"","California, USA",59,Other Sugar Cane Based Spirits,www.reedlacey.com
Mekhong  Liquor,"",Thailand,15,Other Sugar Cane Based Spirits,"Importer: Int'l Beverage - NY, NY www.thespiritofthailand.com"
El Tesoro Platinum Tequila,"","Jalisco, Mexico",50,Silver Tequila,"Importer: Beam Inc. - Deerfield, IL www.eltesorotequila.com"
Casamigos Blanco Tequila,"","Highlands, Jalisco, Mexico",45,Silver Tequila,"Importer: Sidney Frank Importing Co., Inc - New Rochelle, NY www.sidneyfrank.com"
Corazon Expressiones Blanco Tequila,"","Jalisco, Mexico",60,Silver Tequila,Importer: Sazerac www. geminispiritswine.com
Mi Casa Tequila Blanco Tequila,"","Michoacan, Mexico",40,Silver Tequila,"Importer: 1933 Spirits, LLC - Belmont, CA www.micasatequila.com"
Real Gusto Organic Blanco Tequila,"","Jalisco, Mexico",45,Silver Tequila,"Importer: Creative Distributors, LLC - El Paso, TX www.realgusto.com"
SilverCoin Silver Tequila,"","Los Altos, Jalisco, Mexico",40,Silver Tequila,"Importer: Santa Fe Tequila Company,  LLC - Santa Fe NM www.silvercointequila.com"
Trianon Blanco Tequila,"","Jalisco, Mexico",40,Silver Tequila,"Importer: GDL Imports, LLC - Chattanooga, TN  www.tequilatrianon.com"
Amor Eterno Platinum Tequila,"","Jalisco, Mexico",55,Silver Tequila,"Importer: Angel's Spirits Imports - Weslaco, TX www. angelsspiritsimports.com"
Baron Platinum Blanco Tequila,"",Mexico,55,Silver Tequila,"Importer: Baron Tequila - New York, NY"
Don Questo Silver Tequila,"","Jalisco, Mexico",15,Silver Tequila,""
Dos Lunas Silver Tequila,"","Jalisco, Mexico",60,Silver Tequila,"Importer: Dos Lunas Tequila - El Paso, TX www.doslunas. com"
EL TRUEQUE Silver Tequila,"","Amatitan, Jalisco, Mexico",37,Silver Tequila,"Importer: Rilo Import & Export Inc. - San Diego, CA www.tequilatrueque.com"
Lunazul Blanco Tequila,"","Jalisco, Mexico",20,Silver Tequila,"Importer: Heaven Hill - Bardstown, KY www.heaven-hill.com"
Milagro Silver Tequila,"","Jalisco, Mexico",25,Silver Tequila,Importer: William Grant & Sons-New Jersey www. milagrotequila.com
Tequila 1519  Organic BlancoTequila,"","Jalisco, Mexico",45,Silver Tequila,"Importer: A. Hardy USA LTD - Des Plaines, IL www.agaveconquista.com"
Titanium Titanium Silver Tequila,"","Jalisco, Mexico",40,Silver Tequila,Importer: Premium Spirits USA - TX www. premiumspiritsusa.com
3R Silver Tequila,"","Jalisco, Mexico",,Silver Tequila,Need Price
Agave 99 Silver Tequila,"","Jalisco, Mexico",41,Silver Tequila,"Importer: Worldwide Beverage Imports - Los Angeles, CA www.agave99tequila.com"
Alebrijes Blanco Premium Tequila,"","Jalisco, Mexico",,Silver Tequila,""
Alquimia Organic Blanco Tequila,"","Arandas, Jalisco, Mexico",48,Silver Tequila,"Importer: Tierra Madre - Oxnard, CA www.TequilaAlquimia.com"
Arrogante Blanco Tequila,"","Jalisco, Mexico",36,Silver Tequila,"Importer: Double Eagle Imports Ltd. - Alpharetta, GA www.arrogantebrands.com"
Arta Silver Tequila,"","Jalisco, Mexico",36,Silver Tequila,"Importer: MHW - Manhasset, NY www.artatequila.com"
Charro Bravo Blanco Tequila,"","Amatitan, Jalisco, Mexico",40,Silver Tequila,www.charrobravo.com
Cinco Perros Plata Tequila,"","Zapopan, Jalisco, Mexico",45,Silver Tequila,"Importer: The Wine Care Group - Long Beach, CA"
Cruz del Sol Silver Tequila,"","Jalisco, Mexico",46,Silver Tequila,"Importer: Los Diablos Int'l., Inc-Scotsdale, AZ www. tfewines.com"
Don Benito Silver Tequila,"","Los Altos, Jalisco, Mexico",25,Silver Tequila,"Importer: Benco Imports - Torrance, CA www. donbenitotequila.com"
Dulce Vida Dulce Vida Blanco,"","Jalisco, Mexico",35,Silver Tequila,www.dulcevidaspirits.com
Espiritu Del Viento The Promise Silver Tequila,"","Jalisco, Mexico",175,Silver Tequila,Importer: Premium Spirits USA -  TX www.premiumspiritsusa.com
Karma Silver Tequila,"","Highlands, Jalisco, Mexico",34,Silver Tequila,"Importer: WC Spirits, LLC - California www. karmatequila.com"
Los 3 Garcias de Arandas Blanco Tequila,"","Highlands, Jalisco, Mexico",22,Silver Tequila,"Importer: Tec-Mex Imports, Inc - Chicago, IL www.tequila3G.com"
Los Tres Toños Blanco Tequila,"","Amatitan, Jalisco, Mexico",32,Silver Tequila,""
Muerto Plata Tequila,"","Jalisco, Mexico",40,Silver Tequila,"Importer: Muerto Spirits, Inc. - Sacramento, CA wwww. muertotequila.com"
Olmeca Altos Plata Tequila,"","Jalisco, Mexico",24,Silver Tequila,"Importer: Pernod Ricard USA - New York, NY www. pernod-ricard-usa.com"
Oro Molido Blanco Tequila,"","Jalisco, Mexico",74,Silver Tequila,www.oromolidotequila.com
Republic Plata Tequila,"","Jalisco, Mexico",40,Silver Tequila,"Importer: Momentum Brands - Austin, TX www. RepublicTequila.com"
Rock N Roll Blanco Tequila,"","Jalisco, Mexico",35,Silver Tequila,"Importer: Rock N Roll Imports - Stockton, CA www. rocknrollimports.com"
Roger Clyne's Mexican Moonshine Moonshine Silver Tequila,"","Jalisco, Mexico",40,Silver Tequila,"Importer: Salud  Spirits - Tempe, AZ www.mexicanmoonshine.com"
Sauza 901 Silver Tequila,"","Jalisco, Mexico",30,Silver Tequila,"Importer: Sauza Tequila Import Company - Deerfield, IL"
Senda Real Silver Tequila,"","El Salto, Jalisco, Mexico",25,Silver Tequila,"Importer: Glass Bottom Distributors, LLC - Pico Rivera, CA www.glassbottomdistributors.com"
Senda Real Gold Tequila,"","El Salto, Jalisco, Mexico",25,Silver Tequila,"Importer: Glass Bottom Distributors, LLC - Pico Rivera, CA www.glassbottomdistributors.com"
Siete Leguas Blanco Tequila,"","Jalisco, Mexico",40,Silver Tequila,Importer: Sazerac www.geminispiritswine.com
Solana Blanco Tequila,"","Jalisco, Mexico",20,Silver Tequila,www.sazerac.com
Sparkle Donkey Silver Tequila,"","Jalisco, Mexico",25,Silver Tequila,"Importer: Black Rock Spirits - Seattle, WA www. sparkledonkey.com"
Suerte Blanco Tequila,"","Highlands, Jalisco, Mexico",30,Silver Tequila,Importer: Colorado Spirits Importer www. drinksuerte.com
Tequila 1519  Blanco Tequila,"","Jalisco, Mexico",30,Silver Tequila,"Importer: A. Hardy USA LTD - Des Plaines, IL www. agaveconquista.com"
Tequila Arette Blanco Tequila,"","Jalisco, Mexico",25,Silver Tequila,Importer: No. Cal Branch Mgr. www.tequilaarette. com
Tres Agaves Silver Tequila,"","California, Mexico",28,Silver Tequila,"Importer: Tres Agaves Products Inc, - Oakland, CA  www.tfewines.com"
3 Amigos Organic Blanco Tequila,"","Jalisco, Mexico",35,Silver Tequila,"Importer: San Bartolo Farms Inc.-El Mirage, AZ www.3amigostequila.com"
